Char 1
UnsignedChar 1
SignedChar 1
Int 4
UnsignedInt 4
SignedInt 4
ShortInt 2
UnsignedShortInt 2
SignedShortInt 2
LongInt 8
SignedLongInt 8
UnsignedLongInt 8
LongLongInt 8
UnsignedLongLongInt 8
Float 4
Double 8
LongDouble 16
Wchar_t 4
